id_transaksi,tanggal,kota,kategori,produk,jumlah,harga_satuan,diskon_persen,metode_bayar,rating_pelanggan,total_bayar
TRX2024951,2024-04-26,Tangerang Selatan,Minuman,Kopi Bubuk,12,34000,0,E-Wallet,4.8,408000
TRX2025034,2024-05-13,Jakarta Selatan,Makanan,Kue Kering,5,32500,20,E-Wallet,3.9,130000
TRX2024222,2024-10-05,Depok,Fashion,Kemeja Tenun,12,111000,0,Transfer,4.6,1332000
TRX2024934,2024-09-19,Jakarta Selatan,Fashion,Kemeja Tenun,7,128000,10,Tunai,,806400
TRX2024424,2024-03-11,Depok,Makanan,Sambal Roa,2,32000,0,QRIS,3.8,64000
TRX2024218,2024-02-09,Jakarta Selatan,Minuman,Kopi Bubuk,11,48500,15,E-Wallet,3.8,453475
TRX2024307,2024-11-07,Bekasi,Minuman,Teh Herbal,4,38500,0,QRIS,4.3,154000
TRX2024922,2024-12-28,Bekasi,Makanan,Sambal Roa,11,29000,20,E-Wallet,4.0,255200
TRX2024171,2024-04-15,Bekasi,Minuman,Teh Herbal,7,35000,0,E-Wallet,3.7,245000
TRX2024442,2024-04-12,Depok,Minuman,Teh Herbal,3,54000,0,Tunai,4.2,162000
TRX2024878,2024-08-30,Jakarta Selatan,Minuman,Sirup Markisa,5,47500,20,Transfer,3.8,190000
TRX2024705,2024-07-09,Jakarta Selatan,Makanan,Kue Kering,4,37000,0,Tunai,4.4,148000
TRX2024770,2024-09-08,Depok,Kerajinan,Gerabah Hias,4,170000,0,Tunai,5.0,680000
TRX2024286,2024-09-09,BOGOR,Makanan,Rendang Kemasan,2,28500,0,QRIS,4.3,57000
TRX2024066,2024-09-09,Jakarta Selatan,Fashion,Kaos Lokal,3,114500,0,QRIS,4.2,343500
TRX2024453,2024-02-23,Depok,Makanan,Kue Kering,2,34500,20,QRIS,3.8,55200
TRX2025171,2024-06-08,Depok,Kerajinan,Tas Anyaman,3,187000,10,QRIS,4.1,504900
TRX2024071,2024-04-08,Jakarta Selatan,Fashion,Hijab Motif,8,115500,15,E-Wallet,4.6,785400
TRX2024897,2024-06-12,Jakarta Selatan,Kerajinan,Gerabah Hias,2,162500,15,Tunai,4.0,276250
TRX2024412,2024-02-15,Tangerang Selatan,Makanan,Kue Kering,9,28000,0,QRIS,4.9,252000
TRX2024082,2024-05-23,Jakarta Selatan,Makanan,Kue Kering,13,32500,0,QRIS,4.1,422500
TRX2024156,2024-03-26,Bekasi,Makanan,Rendang Kemasan,12,36500,0,QRIS,4.1,438000
TRX2025158,2024-06-08,Jakarta Selatan,Minuman,Kopi Bubuk,8,29000,15,QRIS,4.2,197200
TRX2024015,2024-02-16,Depok,Makanan,Keripik Singkong,2,38000,5,QRIS,4.3,72200
TRX2024265,2024-04-28,Bogor,Minuman,Sirup Markisa,13,54000,0,E-Wallet,4.6,702000
TRX2024535,2024-04-24,Depok,Fashion,Kemeja Tenun,5,82500,0,Tunai,4.2,412500
TRX2024816,2024-11-28,Bogor,Fashion,Hijab Motif,3,148000,10,E-Wallet,4.1,399600
TRX2024451,2024-07-23,Bogor,Fashion,Kemeja Tenun,10,130000,20,QRIS,4.7,1040000
TRX2024882,2024-12-24,Tangerang Selatan,Minuman,Teh Herbal,12,32000,5,Transfer,4.6,364800
TRX2024965,2024-04-17,Bogor,Makanan,Keripik Singkong,6,32000,0,Transfer,4.9,192000
TRX2024404,2024-10-04,Bogor,Minuman,Teh Herbal,7,34500,0,QRIS,4.4,241500
TRX2025116,2024-09-04,Depok,Makanan,Sambal Roa,1,31500,0,Transfer,4.3,31500
TRX2024490,2024-01-08,BEKASI,Makanan,Keripik Singkong,13,26500,10,QRIS,3.3,310050
TRX2025079,2024-12-18,Depok,Makanan,Kue Kering,12,31000,0,E-Wallet,3.3,372000
TRX2024541,2024-01-19,Bogor,Makanan,Sambal Roa,3,20000,0,Tunai,4.6,60000
TRX2024693,2024-03-29,Jakarta Selatan,Minuman,Teh Herbal,4,47000,10,Transfer,3.6,169200
TRX2024739,2024-02-10,Jakarta Selatan,Makanan,Keripik Singkong,10,37500,20,QRIS,4.2,300000
TRX2024364,2024-09-04,Jakarta Selatan,Kerajinan,Tas Anyaman,11,145500,10,QRIS,5.0,1440450
TRX2024629,2024-04-03,Depok,Minuman,Kopi Bubuk,4,44500,0,QRIS,3.6,178000
TRX2024459,2024-05-06,Jakarta Selatan,Kerajinan,Batik Tulis,3,158000,5,QRIS,4.0,450300
TRX2024104,2024-02-25,Depok,Makanan,Rendang Kemasan,6,28000,0,E-Wallet,4.2,168000
TRX2024268,2024-07-13,Jakarta Selatan,Makanan,Sambal Roa,2,23500,15,QRIS,4.2,39950
TRX2024608,2024-12-09,Depok,Makanan,Kue Kering,1,28000,15,Tunai,4.2,23800
TRX2025121,2024-07-13,Depok,Minuman,Kopi Bubuk,11,55000,20,QRIS,3.5,484000
TRX2024957,2024-04-01,Bekasi,Minuman,Kopi Bubuk,6,28500,0,Transfer,4.5,171000
TRX2024661,2024-11-06,Bekasi,Fashion,Kaos Lokal,4,99500,5,E-Wallet,,378100
TRX2024241,2024-01-03,Tangerang Selatan,Makanan,Rendang Kemasan,12,39000,15,E-Wallet,3.5,397800
TRX2024430,2024-05-22,BEKASI,Minuman,Kopi Bubuk,5,31500,0,Tunai,4.2,157500
TRX2024814,2024-04-22,Tangerang Selatan,Makanan,Sambal Roa,11,21000,0,E-Wallet,4.2,231000
TRX2024962,2024-08-05,Bogor,Makanan,Kue Kering,1,31500,20,QRIS,4.1,25200
TRX2024203,2024-04-25,Depok,Fashion,Hijab Motif,9,78500,0,E-Wallet,4.6,706500
TRX2025172,2024-12-26,Bogor,Minuman,Sirup Markisa,13,31000,20,Tunai,3.0,322400
TRX2024595,2024-08-26,Depok,Minuman,Teh Herbal,13,50500,0,QRIS,3.5,656500
TRX2024630,2024-10-20,Jakarta Selatan,Makanan,Kue Kering,5,38000,15,Transfer,3.5,161500
TRX2024096,2024-12-18,Jakarta Selatan,Makanan,Sambal Roa,1,29000,10,Transfer,3.2,26100
TRX2024467,2024-11-02,Bogor,Makanan,Keripik Singkong,2,23500,10,Transfer,3.6,42300
TRX2024868,2024-07-15,DEPOK,Minuman,Kopi Bubuk,9,31500,5,E-Wallet,4.9,269325
TRX2024492,2024-04-04,Bekasi,Fashion,Kaos Lokal,1,136000,5,QRIS,4.5,129200
TRX2024166,2024-03-14,Bekasi,Kerajinan,Batik Tulis,4,168000,5,Transfer,2.8,638400
TRX2024909,2024-07-20,Jakarta Selatan,Fashion,Kemeja Tenun,3,86000,10,QRIS,5.0,232200
TRX2024701,2024-05-12,Bekasi,Makanan,Sambal Roa,7,34000,0,Tunai,,238000
TRX2024694,2024-08-06,Bogor,Kerajinan,Tas Anyaman,6,130500,0,Tunai,4.4,783000
TRX2024009,2024-08-08,Jakarta Selatan,Minuman,Kopi Bubuk,8,36500,0,QRIS,,292000
TRX2024604,2024-08-08,Jakarta Selatan,Fashion,Kaos Lokal,1,90500,15,QRIS,3.9,76925
TRX2024315,2024-05-06,JAKARTA SELATAN,Makanan,Sambal Roa,14,38500,0,Transfer,4.0,539000
TRX2024773,2024-04-25,Bekasi,Makanan,Keripik Singkong,7,33000,0,QRIS,3.6,231000
TRX2024361,2024-10-30,Bogor,Minuman,Kopi Bubuk,7,37500,0,Transfer,4.7,262500
TRX2024138,2024-07-12,Depok,Minuman,Kopi Bubuk,7,39000,5,E-Wallet,4.4,259350
TRX2024823,2024-02-03,Bekasi,Minuman,Kopi Bubuk,13,34500,15,E-Wallet,3.3,381225
TRX2024276,2024-02-21,Tangerang Selatan,Minuman,Kopi Bubuk,6,32500,15,QRIS,4.6,165750
TRX2024384,2024-07-23,Jakarta Selatan,Minuman,Kopi Bubuk,6,50500,10,E-Wallet,5.0,272700
TRX2024568,2024-09-01,Jakarta Selatan,Makanan,Keripik Singkong,4,20000,0,QRIS,3.6,80000
TRX2025076,2024-01-20,Depok,Fashion,Kaos Lokal,5,85000,5,E-Wallet,3.7,403750
TRX2024772,2024-12-04,Bekasi,Makanan,Kue Kering,14,32500,20,E-Wallet,4.9,364000
TRX2024088,2024-03-22,Bekasi,Minuman,Kopi Bubuk,12,30000,5,E-Wallet,4.7,342000
TRX2024090,2024-05-19,Depok,Fashion,Hijab Motif,11,136500,0,Tunai,3.9,1501500
TRX2024765,2024-09-26,Depok,Kerajinan,Batik Tulis,10,120500,15,E-Wallet,4.7,1024250
TRX2024280,2024-02-17,Jakarta Selatan,Minuman,Teh Herbal,5,55000,15,QRIS,3.2,233750
TRX2024651,2024-08-04,Bogor,Kerajinan,Gerabah Hias,2,142500,0,Tunai,3.9,285000
TRX2024460,2024-06-13,Depok,Makanan,Sambal Roa,3,22500,20,Transfer,,54000
TRX2024884,2024-11-26,Depok,Kerajinan,Batik Tulis,6,153000,0,Transfer,4.6,918000
TRX2024799,2024-01-31,Bogor,Minuman,Sirup Markisa,4,40000,15,QRIS,,136000
TRX2024300,2024-05-07,Tangerang Selatan,Minuman,Sirup Markisa,3,45000,0,QRIS,4.0,135000
TRX2024859,2024-03-04,Depok,Fashion,Kemeja Tenun,13,145000,0,Transfer,4.5,1885000
TRX2024202,2024-02-11,Depok,Makanan,Rendang Kemasan,6,27500,0,Tunai,3.7,165000
TRX2024402,2024-02-17,Jakarta Selatan,Makanan,Kue Kering,12,34500,0,Transfer,4.8,414000
TRX2024340,2024-04-22,Tangerang Selatan,Kerajinan,Gerabah Hias,6,97000,10,QRIS,3.8,523800
TRX2024365,2024-08-29,Bekasi,Kerajinan,Tas Anyaman,14,97500,5,E-Wallet,4.5,1296750
TRX2024023,2024-04-23,Bekasi,Makanan,Keripik Singkong,8,27000,15,QRIS,4.8,183600
TRX2024345,2024-04-05,Bekasi,Makanan,Keripik Singkong,10,32500,15,Tunai,3.3,276250
TRX2024676,2024-10-25,Bogor,Minuman,Kopi Bubuk,6,41500,20,Transfer,5.0,199200
TRX2025173,2024-04-14,Tangerang Selatan,Makanan,Keripik Singkong,14,39500,0,QRIS,4.4,553000
TRX2024334,2024-09-26,Bogor,Makanan,Kue Kering,1,37000,0,Transfer,3.9,37000
TRX2024310,2024-12-05,Depok,Fashion,Kemeja Tenun,12,86500,5,E-Wallet,5.0,986100
TRX2025152,2024-06-11,Bogor,Fashion,Kemeja Tenun,1,141000,0,Transfer,4.6,141000
TRX2024640,2024-10-09,Jakarta Selatan,Kerajinan,Batik Tulis,1,139500,10,QRIS,3.9,125550
TRX2024353,2024-11-09,Bekasi,Makanan,Keripik Singkong,5,36000,0,E-Wallet,3.6,180000
TRX2024735,2024-04-19,Depok,Minuman,Kopi Bubuk,11,38000,15,QRIS,3.6,355300
TRX2025184,2024-12-21,Bogor,Fashion,Hijab Motif,5,108500,0,QRIS,3.7,542500
TRX2024240,2024-10-19,Bekasi,Makanan,Kue Kering,12,38000,0,Tunai,4.1,456000
TRX2024666,2024-10-10,Jakarta Selatan,Makanan,Rendang Kemasan,11,34500,20,QRIS,4.5,303600
TRX2024318,2024-06-20,Depok,Makanan,Kue Kering,6,30500,0,Transfer,,183000
TRX2025038,2024-08-22,Depok,Makanan,Sambal Roa,10,39500,10,E-Wallet,4.3,355500
TRX2024262,2024-03-12,Bogor,Fashion,Hijab Motif,3,123500,0,Transfer,4.3,370500
TRX2024098,2024-08-14,Depok,Minuman,Sirup Markisa,11,44500,10,QRIS,4.7,440550
TRX2024167,2024-12-18,Depok,Makanan,Sambal Roa,3,35000,0,QRIS,4.8,105000
TRX2024496,2024-10-16,Jakarta Selatan,Kerajinan,Tas Anyaman,10,167500,0,Transfer,4.2,1675000
TRX2024725,2024-11-25,Bekasi,Fashion,Kaos Lokal,8,128000,10,E-Wallet,3.8,921600
TRX2024275,2024-08-15,Depok,Kerajinan,Tas Anyaman,2,141500,10,QRIS,3.9,254700
TRX2024089,2024-05-15,Bogor,Makanan,Keripik Singkong,6,20500,0,Tunai,4.5,123000
TRX2024714,2024-08-06,Bekasi,Minuman,Teh Herbal,9,40000,20,E-Wallet,4.2,288000
TRX2024515,2024-02-24,Bogor,Minuman,Kopi Bubuk,4,40500,15,Transfer,4.1,137700
TRX2024994,2024-03-11,Depok,Kerajinan,Gerabah Hias,5,156000,10,QRIS,3.9,702000
TRX2024331,2024-02-26,Bekasi,Minuman,Teh Herbal,7,44000,0,QRIS,4.5,308000
TRX2025047,2024-05-01,Jakarta Selatan,Kerajinan,Tas Anyaman,2,122500,10,Tunai,4.3,220500
TRX2024433,2024-04-25,Tangerang Selatan,Kerajinan,Tas Anyaman,14,140000,10,,4.1,1764000
TRX2025160,2024-09-07,Tangerang Selatan,Makanan,Sambal Roa,8,30000,10,Tunai,3.3,216000
TRX2025030,2024-12-14,Depok,Minuman,Sirup Markisa,7,51500,5,Tunai,4.5,342475
TRX2024486,2024-09-18,Bekasi,Makanan,Rendang Kemasan,9,35500,0,E-Wallet,3.3,319500
TRX2024658,2024-06-23,Depok,Minuman,Kopi Bubuk,12,37000,0,QRIS,4.8,444000
TRX2024911,2024-02-13,Tangerang Selatan,Makanan,Keripik Singkong,8,23500,15,QRIS,3.9,159800
TRX2024531,2024-09-24,Depok,Minuman,Teh Herbal,9,32500,20,Tunai,4.4,234000
TRX2024840,2024-10-28,Tangerang Selatan,Makanan,Sambal Roa,2,35500,5,Tunai,4.9,67450
TRX2025182,2024-06-15,Bogor,Minuman,Sirup Markisa,11,31000,10,Transfer,3.7,306900
TRX2024260,2024-07-06,Depok,Minuman,Teh Herbal,7,54500,5,QRIS,3.2,362425
TRX2024810,2024-03-01,Depok,Makanan,Keripik Singkong,8,37000,15,QRIS,4.5,251600
TRX2024305,2024-01-14,Bogor,Makanan,Kue Kering,14,35000,0,QRIS,4.0,490000
TRX2024876,2024-07-19,Depok,Makanan,Kue Kering,6,21500,5,QRIS,3.7,122550
TRX2025117,2024-09-07,Bogor,Makanan,Keripik Singkong,10,30500,15,Transfer,4.1,259250
TRX2024702,2024-10-12,Bekasi,Makanan,Rendang Kemasan,9,23000,0,Tunai,4.5,207000
TRX2024771,2024-01-17,Jakarta Selatan,Makanan,Keripik Singkong,14,22500,0,Transfer,3.8,315000
TRX2025022,2024-03-24,Jakarta Selatan,Minuman,Teh Herbal,10,37500,0,QRIS,3.3,375000
TRX2024196,2024-06-24,Depok,Makanan,Keripik Singkong,8,39500,20,Tunai,4.7,252800
TRX2024140,2024-08-21,Depok,Kerajinan,Batik Tulis,9,168000,15,E-Wallet,3.6,1285200
TRX2024594,2024-09-05,Bekasi,Minuman,Teh Herbal,14,46000,20,QRIS,3.7,515200
TRX2024122,2024-09-13,Bekasi,Minuman,Teh Herbal,2,53000,20,QRIS,5.0,84800
TRX2024494,2024-05-17,Jakarta Selatan,Minuman,Sirup Markisa,8,39000,5,E-Wallet,3.9,296400
TRX2024821,2024-02-27,Depok,Makanan,Kue Kering,11,36000,20,Transfer,4.9,316800
TRX2024110,2024-07-22,Bogor,Fashion,Kaos Lokal,4,145500,5,E-Wallet,4.9,552900
TRX2024084,2024-11-17,Bekasi,Minuman,Sirup Markisa,14,45000,5,E-Wallet,2.8,598500
TRX2024946,2024-09-28,Tangerang Selatan,Makanan,Kue Kering,13,26000,10,Tunai,3.9,304200
TRX2024513,2024-04-02,Bogor,Makanan,Keripik Singkong,4,23500,0,QRIS,3.3,94000
TRX2024691,2024-07-20,Jakarta Selatan,Minuman,Sirup Markisa,9,28500,0,E-Wallet,4.1,256500
TRX2024482,2024-11-17,Bogor,Fashion,Kemeja Tenun,7,96000,0,E-Wallet,,672000
TRX2025134,2024-05-20,Depok,Kerajinan,Gerabah Hias,2,100000,10,Transfer,4.1,180000
TRX2024969,2024-08-19,Jakarta Selatan,Minuman,Sirup Markisa,12,32500,0,QRIS,4.2,390000
TRX2024611,2024-12-31,Bogor,Minuman,Kopi Bubuk,7,44500,5,Transfer,4.5,295925
TRX2024793,2024-01-02,Tangerang Selatan,Minuman,Teh Herbal,13,37000,0,Tunai,3.2,481000
TRX2024074,2024-06-13,Jakarta Selatan,Makanan,Sambal Roa,14,39500,15,Tunai,3.3,470050
TRX2025186,2024-03-03,Bogor,Minuman,Sirup Markisa,2,44000,0,E-Wallet,4.6,88000
TRX2025096,2024-01-12,Jakarta Selatan,Minuman,Sirup Markisa,8,45500,0,QRIS,3.3,364000
TRX2024273,2024-10-09,Depok,Minuman,Teh Herbal,5,41000,0,QRIS,5.0,205000
TRX2024791,2024-04-04,Depok,Kerajinan,Tas Anyaman,3,185000,0,QRIS,3.5,555000
TRX2024396,2024-07-30,Jakarta Selatan,Kerajinan,Tas Anyaman,10,147500,20,E-Wallet,3.4,1180000
TRX2024154,2024-09-13,Bogor,Kerajinan,Tas Anyaman,7,139500,0,QRIS,4.3,976500
TRX2024750,2024-08-06,Bekasi,Minuman,Teh Herbal,14,52500,15,Transfer,4.2,624750
TRX2024191,2024-02-17,Bekasi,Minuman,Sirup Markisa,6,39500,0,E-Wallet,4.4,237000
TRX2024797,2024-06-14,Bogor,Minuman,Teh Herbal,1,53000,20,Transfer,4.4,42400
TRX2025161,2024-04-06,Jakarta Selatan,Fashion,Kemeja Tenun,4,94000,0,Transfer,3.7,376000
TRX2024187,2024-03-15,Depok,Kerajinan,Tas Anyaman,12,143500,5,Tunai,3.4,1635900
TRX2024050,2024-09-23,Bekasi,Minuman,Teh Herbal,7,42500,15,Transfer,3.0,252875
TRX2024038,2024-10-31,Bogor,Makanan,Sambal Roa,1,23000,0,Tunai,4.3,23000
TRX2024418,2024-02-17,Depok,Makanan,Keripik Singkong,14,24000,15,QRIS,4.4,285600
TRX2025137,2024-10-25,Depok,Kerajinan,Batik Tulis,13,149500,20,E-Wallet,4.5,1554800
TRX2024208,2024-10-07,Depok,Kerajinan,Tas Anyaman,7,117500,15,E-Wallet,3.6,699125
TRX2024375,2024-10-29,Bogor,Kerajinan,Batik Tulis,3,164500,15,E-Wallet,4.8,419475
TRX2024463,2024-10-23,Bogor,Makanan,Rendang Kemasan,12,22000,0,QRIS,3.4,264000
TRX2024470,2024-12-03,Depok,Fashion,Kaos Lokal,11,79500,0,Transfer,3.6,874500
TRX2024517,2024-01-27,Bekasi,Minuman,Kopi Bubuk,1,51000,0,Transfer,,51000
TRX2024075,2024-09-04,Bogor,Makanan,Kue Kering,9,20000,0,QRIS,3.8,180000
TRX2024910,2024-01-08,Bekasi,Kerajinan,Batik Tulis,12,110500,5,QRIS,4.9,1259700
TRX2024248,2024-02-07,Jakarta Selatan,Minuman,Teh Herbal,11,42500,5,Tunai,4.8,444125
TRX2024559,2024-09-14,Jakarta Selatan,Minuman,Sirup Markisa,9,42000,0,QRIS,2.8,378000
TRX2024302,2024-04-29,Depok,Makanan,Kue Kering,5,26500,0,QRIS,4.3,132500
TRX2024582,2024-03-14,Bogor,Kerajinan,Batik Tulis,3,117000,0,Tunai,5.0,351000
TRX2024899,2024-03-28,Bekasi,Minuman,Teh Herbal,9,34000,0,QRIS,3.1,306000
TRX2025040,2024-03-25,Depok,Kerajinan,Gerabah Hias,2,133500,0,Transfer,5.0,267000
TRX2024335,2024-05-26,Bekasi,Minuman,Kopi Bubuk,8,55500,0,QRIS,5.0,444000
TRX2024737,2024-07-20,Depok,Minuman,Sirup Markisa,8,46000,0,Tunai,4.7,368000
TRX2024798,2024-08-09,Bogor,Minuman,Teh Herbal,7,47500,0,QRIS,3.9,332500
TRX2024011,2024-06-01,DEPOK,Kerajinan,Gerabah Hias,10,135000,15,QRIS,4.0,1147500
TRX2025005,2024-02-15,Bogor,Makanan,Keripik Singkong,1,27500,15,E-Wallet,3.4,23375
TRX2025197,2024-05-11,Depok,Kerajinan,Gerabah Hias,10,144000,10,QRIS,3.4,1296000
TRX2024485,2024-12-31,Jakarta Selatan,Minuman,Sirup Markisa,2,46000,0,QRIS,,92000
TRX2024462,2024-02-14,Bogor,Kerajinan,Batik Tulis,13,141000,20,QRIS,4.6,1466400
TRX2024538,2024-05-10,Tangerang Selatan,Kerajinan,Tas Anyaman,14,117500,5,E-Wallet,4.2,1562750
TRX2024627,2024-08-24,Bekasi,Fashion,Hijab Motif,3,104000,0,QRIS,4.2,312000
TRX2024281,2024-02-05,Bekasi,Minuman,Teh Herbal,14,48500,0,Transfer,3.5,679000
TRX2024253,2024-06-03,Depok,Makanan,Rendang Kemasan,12,25000,0,E-Wallet,3.4,300000
TRX2024707,2024-10-23,Jakarta Selatan,Makanan,Sambal Roa,9,32500,0,E-Wallet,3.1,292500
TRX2024457,2024-11-07,JAKARTA SELATAN,Kerajinan,Gerabah Hias,9,110000,15,QRIS,4.4,841500
TRX2024830,2024-08-15,Depok,Makanan,Kue Kering,5,33000,5,E-Wallet,4.0,156750
TRX2024223,2024-08-23,Depok,Minuman,Teh Herbal,8,43000,15,QRIS,4.6,292400
TRX2024577,2024-06-26,Bogor,Fashion,Kaos Lokal,6,136500,20,QRIS,3.6,655200
TRX2024672,2024-09-16,Depok,Minuman,Sirup Markisa,1,37000,15,Tunai,3.9,31450
TRX2024813,2024-05-26,Bekasi,Fashion,Hijab Motif,10,83500,0,E-Wallet,3.6,835000
TRX2024219,2024-05-05,Depok,Makanan,Keripik Singkong,3,29000,0,Tunai,5.0,87000
TRX2025000,2024-10-23,Depok,Makanan,Sambal Roa,9,37500,0,QRIS,5.0,337500
TRX2024425,2024-12-05,Jakarta Selatan,Makanan,Keripik Singkong,9,35500,15,Transfer,4.4,271575
TRX2024369,2024-07-27,Jakarta Selatan,Makanan,Rendang Kemasan,6,38500,20,Tunai,4.7,184800
TRX2024982,2024-09-19,Jakarta Selatan,Fashion,Kemeja Tenun,6,116000,10,Transfer,4.6,626400
TRX2024069,2024-07-19,Bogor,Minuman,Teh Herbal,8,47500,10,QRIS,4.0,342000
TRX2024459,2024-05-06,Jakarta Selatan,Kerajinan,Batik Tulis,3,158000,5,QRIS,4.0,450300
TRX2024580,2024-05-02,Bekasi,Makanan,Kue Kering,7,27000,0,QRIS,4.4,189000
TRX2024021,2024-07-17,Bogor,Makanan,Rendang Kemasan,12,37500,0,,3.9,450000
TRX2024077,2024-01-16,Jakarta Selatan,Makanan,Rendang Kemasan,2,35000,5,QRIS,3.6,66500
TRX2024547,2024-01-27,Jakarta Selatan,Kerajinan,Batik Tulis,10,118500,0,QRIS,4.6,1185000
TRX2024046,2024-10-07,Depok,Kerajinan,Tas Anyaman,12,147000,10,Tunai,3.5,1587600
TRX2024748,2024-10-29,Depok,Fashion,Hijab Motif,9,108000,0,Tunai,,972000
TRX2024405,2024-04-11,Bekasi,Kerajinan,Gerabah Hias,6,132500,5,QRIS,4.1,755250
TRX2025067,2024-01-28,Bekasi,Minuman,Teh Herbal,10,28500,5,QRIS,,270750
TRX2024826,2024-11-17,Bekasi,Minuman,Teh Herbal,8,48000,10,QRIS,4.2,345600
TRX2024125,2024-10-08,Depok,Makanan,Rendang Kemasan,6,27500,0,Tunai,3.0,165000
TRX2024228,2024-01-02,Jakarta Selatan,Makanan,Rendang Kemasan,14,25000,5,QRIS,4.1,332500
TRX2024757,2024-10-17,Bekasi,Minuman,Sirup Markisa,5,30000,10,QRIS,4.1,135000
TRX2024042,2024-08-13,Depok,Kerajinan,Batik Tulis,11,157500,15,Transfer,4.3,1472625
TRX2024516,2024-03-15,Tangerang Selatan,Kerajinan,Gerabah Hias,9,114000,0,Transfer,4.5,1026000
TRX2024889,2024-03-28,Bekasi,Fashion,Kemeja Tenun,14,122500,0,QRIS,3.9,1715000
TRX2024936,2024-05-08,Bogor,Kerajinan,Batik Tulis,14,188000,15,Tunai,4.1,2237200
TRX2024908,2024-08-11,Bekasi,Fashion,Kemeja Tenun,10,133000,0,QRIS,4.2,1330000
TRX2024572,2024-09-25,Tangerang Selatan,Makanan,Rendang Kemasan,5,38000,15,Tunai,4.3,161500
TRX2024576,2024-06-28,Bekasi,Fashion,Kaos Lokal,10,117500,5,E-Wallet,4.5,1116250
TRX2025082,2024-09-09,DEPOK,Minuman,Teh Herbal,13,55500,15,QRIS,4.3,613275
TRX2024621,2024-09-18,Depok,Minuman,Sirup Markisa,9,32000,5,QRIS,4.1,273600
TRX2024767,2024-06-09,Tangerang Selatan,Minuman,Kopi Bubuk,14,43500,0,Transfer,4.6,609000
TRX2024743,2024-06-08,Jakarta Selatan,Makanan,Rendang Kemasan,8,21500,0,Transfer,4.1,172000
TRX2024374,2024-09-12,Jakarta Selatan,Minuman,Sirup Markisa,13,45500,5,Transfer,,561925
TRX2024205,2024-04-05,Bogor,Makanan,Keripik Singkong,8,38000,5,QRIS,3.9,288800
TRX2024316,2024-06-23,Depok,Makanan,Sambal Roa,13,25000,10,QRIS,4.0,292500
TRX2024151,2024-07-16,Bekasi,Makanan,Rendang Kemasan,10,20000,0,Tunai,3.9,200000
TRX2024966,2024-05-07,Jakarta Selatan,Kerajinan,Gerabah Hias,11,177000,0,Tunai,3.8,1947000
TRX2024006,2024-11-24,Bogor,Kerajinan,Batik Tulis,12,133000,0,QRIS,4.6,1596000
TRX2025093,2024-07-11,Depok,Fashion,Kemeja Tenun,10,110000,15,E-Wallet,3.1,935000
TRX2024802,2024-06-28,Bogor,Kerajinan,Batik Tulis,4,164000,0,Transfer,4.5,656000
TRX2025068,2024-09-04,Bogor,Minuman,Teh Herbal,11,55000,15,Transfer,5.0,514250
TRX2024844,2024-11-08,Depok,Makanan,Keripik Singkong,14,24500,0,QRIS,4.3,343000
TRX2024493,2024-05-22,Jakarta Selatan,Kerajinan,Tas Anyaman,12,155000,0,E-Wallet,3.7,1860000
TRX2024919,2024-02-28,Bogor,Minuman,Kopi Bubuk,10,34000,15,QRIS,3.6,289000
TRX2025185,2024-01-05,Bekasi,Fashion,Hijab Motif,3,129000,5,Transfer,3.7,367650
TRX2024500,2024-12-01,Depok,Fashion,Kemeja Tenun,13,133000,10,Transfer,4.3,1556100
TRX2025191,2024-05-01,Bogor,Kerajinan,Batik Tulis,5,107000,0,QRIS,4.0,535000
TRX2025039,2024-12-05,Bogor,Minuman,Sirup Markisa,10,52500,5,Transfer,3.7,498750
TRX2024933,2024-08-30,Jakarta Selatan,Fashion,Hijab Motif,3,142500,0,,3.4,427500
TRX2024259,2024-02-13,Jakarta Selatan,Minuman,Teh Herbal,9,48500,0,Transfer,3.6,436500
TRX2024282,2024-02-15,Bogor,Makanan,Sambal Roa,9,38500,0,E-Wallet,4.0,346500
TRX2024979,2024-11-17,Jakarta Selatan,Kerajinan,Gerabah Hias,2,102000,10,E-Wallet,3.6,183600
TRX2024634,2024-09-24,Jakarta Selatan,Minuman,Kopi Bubuk,1,51000,0,QRIS,5.0,51000
TRX2024590,2024-06-28,Jakarta Selatan,Minuman,Kopi Bubuk,6,34500,5,Transfer,4.6,196650
TRX2024160,2024-02-08,BEKASI,Fashion,Kaos Lokal,14,115000,0,E-Wallet,4.9,1610000
TRX2024949,2024-03-30,Jakarta Selatan,Makanan,Kue Kering,12,27000,0,Transfer,3.9,324000
TRX2024474,2024-06-13,Jakarta Selatan,Makanan,Sambal Roa,1,24500,0,Transfer,4.3,24500
TRX2024455,2024-04-23,Tangerang Selatan,Makanan,Sambal Roa,14,35000,20,Tunai,4.6,392000
TRX2024320,2024-04-07,Bogor,Kerajinan,Tas Anyaman,6,152000,20,E-Wallet,4.5,729600
TRX2024786,2024-01-20,Tangerang Selatan,Makanan,Keripik Singkong,7,33000,0,QRIS,4.9,231000
TRX2024434,2024-08-10,Jakarta Selatan,Makanan,Kue Kering,10,35500,10,Tunai,4.3,319500
TRX2025168,2024-11-04,TANGERANG SELATAN,Makanan,Sambal Roa,6,26500,10,Transfer,4.9,143100
TRX2024299,2024-09-07,Jakarta Selatan,Minuman,Kopi Bubuk,10,47500,20,QRIS,4.4,380000
